Gene,Chromosome,Arm,Start,End,Gene_Length
WDTC1-DT,1,p,27229106,27234352,5246
WDTC1,1,p,27234632,27308636,74004
TMEM222,1,p,27322145,27336400,14255
RNU6-48P,1,p,27325219,27325325,106
ACTG1P20,1,p,27325329,27325796,467
SYTL1,1,p,27342020,27353937,11917
MAP3K6,1,p,27355184,27366961,11777
FCN3,1,p,27369110,27374824,5714
CD164L2,1,p,27379176,27383333,4157
GPR3,1,p,27392622,27395814,3192
WASF2,1,p,27404230,27490167,85937
AHDC1,1,p,27534035,27604431,70396
FGR,1,p,27612064,27635185,23121
LINC02574,1,p,27660328,27666279,5951
IFI6,1,p,27666064,27672212,6148
RNU6-949P,1,p,27675603,27675709,106
CHMP1AP1,1,p,27686810,27687471,661
RNU6-424P,1,p,27693731,27693835,104
FAM76A,1,p,27725961,27763116,37155
RPEP3,1,p,27739954,27740629,675
STX12,1,p,27773219,27824443,51224
RNU6-1245P,1,p,27824538,27824643,105
PPP1R8,1,p,27830782,27851676,20894
SCARNA1,1,p,27834401,27834566,165
THEMIS2,1,p,27872543,27886685,14142
RPA2,1,p,27891524,27914746,23222
SMPDL3B,1,p,27935000,27959157,24157
XKR8,1,p,27959588,27968093,8505
EYA3,1,p,27970344,28088637,118293
RN7SL559P,1,p,28031884,28032180,296
SPCS2P4,1,p,28095742,28096422,680
RNU6-176P,1,p,28142737,28142841,104
PTAFR,1,p,28147166,28193936,46770
DNAJC8,1,p,28199456,28233029,33573
ATP5IF1,1,p,28236109,28246906,10797
SESN2,1,p,28259518,28282491,22973
MED18,1,p,28329002,28335965,6963
PHACTR4,1,p,28369582,28500364,130782
RNU6ATAC27P,1,p,28481362,28481480,118
RCC1,1,p,28505943,28539300,33357
SNHG3,1,p,28505980,28510892,4912
SNORA73A,1,p,28507366,28507571,205
SNORA73B,1,p,28508559,28508762,203
PRDX3P2,1,p,28526318,28527227,909
TRNAU1AP,1,p,28553085,28578545,25460
SNHG12,1,p,28578538,28583132,4594
SNORD99,1,p,28578749,28578822,73
SNORA61,1,p,28579764,28579893,129
SNORA44,1,p,28580381,28580512,131
SNORA16A,1,p,28580920,28581054,134
TAF12,1,p,28587829,28648291,60462
RAB42,1,p,28592200,28595449,3249
TAF12-DT,1,p,28643228,28648581,5353
RNU11,1,p,28648600,28648733,133
GMEB1,1,p,28668778,28719353,50575
YTHDF2,1,p,28736621,28769775,33154
OPRD1,1,p,28812170,28871267,59097
EPB41,1,p,28887091,29120046,232955
TMEM200B,1,p,29119429,29123903,4474
SRSF4,1,p,29147743,29181900,34157
MECR,1,p,29192657,29230942,38285
PTPRU,1,p,29236516,29326813,90297
LINC01756,1,p,29329620,29350114,20494
LINC01648,1,p,30013952,30037612,23660
MATN1,1,p,30711277,30723585,12308
MATN1-AS1,1,p,30718504,30726827,8323
LAPTM5,1,p,30732469,30757774,25305
MIR4420,1,p,30739156,30739232,76
LINC01778,1,p,30824217,30834864,10647
RN7SKP91,1,p,30843823,30844110,287
SDC3,1,p,30869466,30908758,39292
RN7SL371P,1,p,30918469,30918735,266
PUM1,1,p,30931506,31065991,134485
SELENOWP1,1,p,31094987,31095558,571
NKAIN1,1,p,31179745,31239887,60142
SNRNP40,1,p,31259568,31296788,37220
ZCCHC17,1,p,31296982,31364953,67971
FABP3,1,p,31365253,31376850,11597
SERINC2,1,p,31409565,31434680,25115
EEF1A1P46,1,p,31487589,31488930,1341
RNU6-40P,1,p,31497577,31497683,106
LDC1P,1,p,31500085,31509648,9563
LINC01226,1,p,31506226,31583306,77080
TINAGL1,1,p,31576485,31587686,11201
HCRTR1,1,p,31617686,31632518,14832
PEF1,1,p,31629866,31644896,15030
PEF1-AS1,1,p,31644049,31660162,16113
COL16A1,1,p,31652263,31704319,52056
ADGRB2,1,p,31727117,31764893,37776
MIR4254,1,p,31758660,31758735,75
SPOCD1,1,p,31790422,31816022,25600
PTP4A2,1,p,31906421,31944856,38435
KHDRBS1,1,p,32013868,32060850,46982
TMEM39B,1,p,32072031,32102866,30835
MIR5585,1,p,32086949,32087007,58
KPNA6,1,p,32108056,32176563,68507
TXLNA,1,p,32179675,32198285,18610
CCDC28B,1,p,32200595,32205453,4858
IQCC,1,p,32205671,32208682,3011
DCDC2B,1,p,32209089,32216192,7103
TMEM234,1,p,32214472,32222359,7887
EIF3I,1,p,32221077,32245397,24320
MTMR9LP,1,p,32231847,32241592,9745
FAM167B,1,p,32247222,32248856,1634
LCK,1,p,32251244,32286165,34921
HDAC1,1,p,32292083,32333635,41552
MARCKSL1,1,p,32333839,32336233,2394
TSSK3,1,p,32351521,32364312,12791
FAM229A,1,p,32361270,32364278,3008
BSDC1,1,p,32364633,32394731,30098
GAPDHP20,1,p,32402109,32403115,1006
LRRC37A12P,1,p,32423214,32426789,3575
RN7SL122P,1,p,32457835,32458135,300
ZBTB8B,1,p,32465072,32496686,31614
ZBTB8A,1,p,32539427,32605941,66514
ZBTB8OS,1,p,32600172,32650903,50731
RBBP4,1,p,32651142,32686211,35069
SYNC,1,p,32679906,32703596,23690
KIAA1522,1,p,32741830,32774970,33140
YARS1,1,p,32775237,32818031,42794
S100PBP,1,p,32816767,32858875,42108
FNDC5,1,p,32862268,32872482,10214
HPCA,1,p,32885994,32898441,12447
TMEM54,1,p,32894594,32901438,6844
RNF19B,1,p,32936445,32964809,28364
,1,p,32979947,32980472,525
AK2,1,p,33007986,33080996,73010
AZIN2,1,p,33081104,33123492,42388
TRIM62,1,p,33145399,33182059,36660
ZNF362,1,p,33256492,33300719,44227
A3GALT2,1,p,33306766,33321098,14332
PHC2,1,p,33323623,33431095,107472
MIR3605,1,p,33332393,33332492,99
RN7SKP16,1,p,33336566,33336864,298
PHC2-AS1,1,p,33350352,33363245,12893
TLR12P,1,p,33466249,33468954,2705
ZSCAN20,1,p,33472645,33501643,28998
CSMD2,1,p,33513998,34165842,651844
HSPD1P14,1,p,33838523,33840140,1617
HMGB4,1,p,33860475,33864791,4316
CSMD2-AS1,1,p,33868953,33893726,24773
RNA5SP42,1,p,34112949,34113063,114
C1orf94,1,p,34166883,34219131,52248
MIR552,1,p,34669599,34669694,95
SMIM12,1,p,34712737,34859755,147018
GJB5,1,p,34755047,34758512,3465
GJB4,1,p,34759740,34762327,2587
GJB3,1,p,34781214,34786369,5155
GJA4,1,p,34792999,34795747,2748
DLGAP3,1,p,34865436,34929650,64214
GPR199P,1,p,34975699,34978706,3007
TMEM35B,1,p,34981380,34985347,3967
ZMYM6,1,p,34986165,35031945,45780
ZMYM1,1,p,35032172,35115859,83687
RPL12P45,1,p,35053468,35059271,5803
EFCAB14P1,1,p,35122022,35122484,462
SFPQ,1,p,35176378,35193446,17068
ZMYM4,1,p,35268709,35422058,153349
RN7SL503P,1,p,35292196,35292498,302
RPL5P4,1,p,35350722,35351607,885
ZMYM4-AS1,1,p,35358822,35366077,7255
KIAA0319L,1,p,35393883,35557950,164067
NCDN,1,p,35557473,35567274,9801
TFAP2E-AS1,1,p,35569807,35577779,7972
TFAP2E,1,p,35573314,35595328,22014
PSMB2,1,p,35599541,35641526,41985
C1orf216,1,p,35713877,35718894,5017
CLSPN,1,p,35720218,35769978,49760
AGO4,1,p,35808016,35857890,49874
AGO1,1,p,35869808,35930532,60724
CFAP97P1,1,p,35873270,35873752,482
AGO3,1,p,35930718,36072500,141782
TEKT2,1,p,36084094,36088275,4181
ADPRS,1,p,36088892,36093932,5040
COL8A2,1,p,36095239,36125222,29983
TRAPPC3,1,p,36136570,36156053,19483
MAP7D1,1,p,36155579,36180849,25270
RN7SL131P,1,p,36191915,36192170,255
THRAP3,1,p,36224432,36305357,80925
UBE2V2P4,1,p,36241898,36242156,258
SH3D21,1,p,36306368,36329340,22972
EVA1B,1,p,36322030,36324154,2124
STK40,1,p,36339624,36385924,46300
LSM10,1,p,36391238,36397908,6670
RNU4-27P,1,p,36402721,36402859,138
OSCP1,1,p,36415827,36450451,34624
SNORA63C,1,p,36418450,36418578,128
MRPS15,1,p,36455718,36464384,8666
CSF3R,1,p,36466043,36483278,17235
FTLP18,1,p,36630335,36630857,522
GRIK3,1,p,36795527,37034515,238988
MIR4255,1,p,37161563,37161634,71
RNU6-636P,1,p,37203610,37203716,106
RNA5SP43,1,p,37264677,37264786,109
RPS29P6,1,p,37330852,37330996,144
ZC3H12A-DT,1,p,37350934,37474432,123498
ZC3H12A,1,p,37474580,37484377,9797
MIR6732,1,p,37480230,37480289,59
MEAF6,1,p,37489993,37514766,24773
MIR5581,1,p,37500935,37500994,59
SNIP1,1,p,37534449,37554293,19844
FTH1P1,1,p,37544763,37545294,531
DNALI1,1,p,37556919,37566857,9938
GNL2,1,p,37566816,37595937,29121
RSPO1,1,p,37611350,37634892,23542
C1orf109,1,p,37681570,37692249,10679
CDCA8,1,p,37692481,37709719,17238
EPHA10,1,p,37713880,37765133,51253
ACTN4P2,1,p,37776670,37779418,2748
MANEAL,1,p,37793847,37801137,7290
YRDC,1,p,37802945,37808208,5263
C1orf122,1,p,37806979,37809454,2475
MTF1,1,p,37809574,37859592,50018
INPP5B,1,p,37860697,37947057,86360
RNU6-584P,1,p,37885023,37885117,94
SF3A3,1,p,37956975,37990075,33100
RNU6-510P,1,p,37991462,37991569,107
FHL3,1,p,37996770,38005606,8836
UTP11,1,p,38009258,38024820,15562
POU3F1,1,p,38043829,38046793,2964
MIR3659HG,1,p,38047314,38119025,71711
MIR3659,1,p,38089231,38089329,98
LINC02786,1,p,38129464,38140593,11129
LINC01343,1,p,38209034,38214806,5772
RNU6-753P,1,p,38396659,38396765,106
LINC01685,1,p,38474825,38516520,41695
HSPA5P1,1,p,38708931,38710890,1959
RRAGC,1,p,38838198,38859772,21574
RRAGC-DT,1,p,38859912,38965038,105126
MYCBP,1,p,38862493,38873368,10875
GJA9,1,p,38874069,38881587,7518
RHBDL2,1,p,38885807,38941830,56023
RNU6-605P,1,p,38926870,38926977,107
EIF1P2,1,p,38958275,38958925,650
AKIRIN1,1,p,38991276,39006059,14783
NDUFS5,1,p,39026318,39034636,8318
MACF1,1,p,39081316,39487177,405861
RNU6-608P,1,p,39120940,39121043,103
RNA5SP44,1,p,39154164,39154296,132
HSPE1P8,1,p,39304294,39304898,604
BMP8A,1,p,39491636,39529869,38233
OXCT2P1,1,p,39514956,39516490,1534
PPIEL,1,p,39531838,39558707,26869
PABPC4,1,p,39560709,39576790,16081
PABPC4-AS1,1,p,39565052,39573860,8808
SNORA55,1,p,39567374,39567508,134
HEYL,1,p,39623435,39639643,16208
NT5C1A,1,p,39651229,39672107,20878
HPCAL4,1,p,39678648,39691485,12837
PPIE,1,p,39692182,39763914,71732
RNU7-121P,1,p,39723566,39723627,61
BMP8B,1,p,39757182,39788865,31683
OXCT2,1,p,39769523,39771348,1825
BMP8B-AS1,1,p,39779969,39781418,1449
LINC02811,1,p,39801414,39817460,16046
TRIT1,1,p,39838110,39883511,45401
MYCL,1,p,39895426,39902256,6830
MYCL-AS1,1,p,39897745,39899098,1353
MFSD2A,1,p,39955112,39969968,14856
CAP1,1,p,40040233,40072649,32416
PPT1,1,p,40072710,40097260,24550
OAZ1P1,1,p,40132764,40133448,684
RLF,1,p,40161387,40240921,79534
RNU6-1237P,1,p,40177843,40177949,106
TMCO2,1,p,40245947,40251684,5737
ZMPSTE24-DT,1,p,40256333,40257971,1638
ZMPSTE24,1,p,40258041,40294180,36139
COL9A2,1,p,40300489,40317813,17324
SMAP2,1,p,40344850,40423326,78476
ZFP69B,1,p,40450102,40463718,13616
ZFP69,1,p,40477290,40496343,19053
EXO5-DT,1,p,40493157,40508661,15504
EXO5,1,p,40508741,40516038,7297
ZNF684,1,p,40531573,40548167,16594
GTF2F2P2,1,p,40593633,40594353,720
RIMS3,1,p,40620680,40665682,45002
NFYC-AS1,1,p,40690380,40692074,1694
NFYC,1,p,40691648,40771603,79955
MIR30E,1,p,40754355,40754446,91
MIR30C1,1,p,40757284,40757372,88
KCNQ4,1,p,40783787,40840452,56665
RN7SL326P,1,p,40804846,40805141,295
CITED4,1,p,40861054,40862363,1309
UBE2V1P8,1,p,40942251,40942515,264
CTPS1,1,p,40979300,41012565,33265
SLFNL1-AS1,1,p,41014590,41043890,29300
SLFNL1,1,p,41015589,41023237,7648
SCMH1,1,p,41027202,41242306,215104
RPL23AP17,1,p,41098638,41099136,498
SCMH1-DT,1,p,41242373,41284861,42488
RPL36AP9,1,p,41264550,41264862,312
FOXO6,1,p,41361922,41383590,21668
FOXO6-AS1,1,p,41375004,41375669,665
RNA5SP45,1,p,41466937,41467028,91
EDN2,1,p,41478775,41484683,5908
HIVEP3,1,p,41506365,42035925,529560
HNRNPFP1,1,p,42040597,42041729,1132
GUCA2B,1,p,42153410,42155820,2410
GUCA2A,1,p,42162690,42164745,2055
FOXJ3,1,p,42176539,42335877,159338
RIMKLA,1,p,42380792,42424232,43440
ZMYND12,1,p,42430329,42456253,25924
PPCS,1,p,42456117,42473385,17268
CCDC30,1,p,42463221,42657190,193969
RPS3AP11,1,p,42491739,42492493,754
TMSB4XP1,1,p,42500205,42500339,134
RNU6-536P,1,p,42569033,42569139,106
PPIH,1,p,42658335,42676758,18423
YBX1,1,p,42682418,42703805,21387
CLDN19,1,p,42733093,42740254,7161
P3H1,1,p,42746335,42767084,20749
C1orf50,1,p,42767245,42779491,12246
C1orf50-AS1,1,p,42775813,42776790,977
TMEM269,1,p,42784991,42816619,31628
SVBP,1,p,42807052,42817397,10345
ERMAP,1,p,42817122,42844991,27869
ZNF691-DT,1,p,42832522,42846427,13905
ZNF691,1,p,42846573,42852477,5904
MKRN8P,1,p,42891094,42892430,1336
ATP6V1E1P1,1,p,42903232,42903912,680
SLC2A1,1,p,42925353,42958893,33540
ATP6V0CP4,1,p,42952202,42952641,439
SLC2A1-DT,1,p,42959049,42996814,37765
RNU6-880P,1,p,42991438,42991544,106
FAM183A,1,p,43145153,43156396,11243
EBNA1BP2,1,p,43164175,43270936,106761
MIR6733,1,p,43171652,43171712,60
CFAP57,1,p,43172330,43254358,82028
RNA5SP46,1,p,43196417,43196536,119
TMEM125,1,p,43269983,43274002,4019
C1orf210,1,p,43281877,43285617,3740
TIE1,1,p,43300982,43323108,22126
MPL,1,p,43337818,43354466,16648
CDC20-DT,1,p,43354684,43358676,3992
CDC20,1,p,43358981,43363203,4222
ELOVL1,1,p,43363398,43368074,4676
MIR6734,1,p,43364648,43364715,67
MED8,1,p,43383917,43389808,5891
MED8-AS1,1,p,43385113,43389155,4042
SZT2,1,p,43389882,43454247,64365
SZT2-AS1,1,p,43447776,43448644,868
MIR6735,1,p,43448539,43448611,72
HYI,1,p,43450989,43453989,3000
HYI-AS1,1,p,43453927,43456995,3068
PTPRF,1,p,43525187,43623666,98479
KDM4A,1,p,43650149,43705518,55369
KDM4A-AS1,1,p,43685123,43708138,23015
ST3GAL3,1,p,43705824,43931165,225341
ST3GAL3-AS1,1,p,43709392,43727343,17951
MIR6079,1,p,43838622,43838683,61
SHMT1P1,1,p,43850300,43851611,1311
ARTN,1,p,43933320,43937240,3920
LINC02918,1,p,43937918,43940781,2863
IPO13,1,p,43946950,43968022,21072
DPH2,1,p,43970000,43973369,3369
ATP6V0B,1,p,43974487,43978295,3808
B4GALT2,1,p,43978943,43991170,12227
CCDC24,1,p,43991359,43996528,5169
SLC6A9,1,p,43991500,44031467,39967
KRT8P47,1,p,44103306,44104703,1397
RN7SL479P,1,p,44117098,44117397,299
KLF17,1,p,44118821,44135140,16319
KLF18,1,p,44137821,44141631,3810
OOSP1P1,1,p,44155028,44155301,273
DMAP1,1,p,44213455,44220681,7226
ERI3,1,p,44221070,44355260,134190
ERI3-IT1,1,p,44243408,44244273,865
RNU6-369P,1,p,44390722,44390823,101
RNF220,1,p,44405194,44651724,246530
MIR5584,1,p,44545493,44545552,59
TMEM53,1,p,44635238,44674481,39243
ARMH1,1,p,44674692,44725591,50899
RNU5F-1,1,p,44721786,44721902,116
RNU5D-1,1,p,44731055,44731170,115
KIF2C,1,p,44739818,44767767,27949
RPS8,1,p,44775251,44778779,3528
SNORD55,1,p,44775864,44775943,79
SNORD46,1,p,44776490,44776593,103
SNORD38A,1,p,44777843,44777912,69
SNORD38B,1,p,44778390,44778456,66
RPS15AP11,1,p,44780331,44780715,384
BEST4,1,p,44783585,44788170,4585
PLK3,1,p,44800377,44805990,5613
DYNLT4,1,p,44805893,44807351,1458
BTBD19,1,p,44808523,44815585,7062
PTCH2,1,p,44819844,44843253,23409
RNU5E-6P,1,p,44819883,44819997,114
EIF2B3,1,p,44850522,44986722,136200
RNA5SP47,1,p,44932323,44932431,108
CCNB1IP1P1,1,p,44958557,44959395,838
PPIAP35,1,p,44988234,44988725,491
MRPS17P1,1,p,44988705,44991834,3129
HECTD3,1,p,45002540,45011324,8784
UROD,1,p,45010950,45015575,4625
ZSWIM5,1,p,45016399,45306209,289810
OSTCP5,1,p,45069977,45070429,452
LINC01144,1,p,45303910,45305619,1709
HPDL,1,p,45326895,45328710,1815
MUTYH,1,p,45329163,45340893,11730
TOE1,1,p,45340052,45343973,3921
TESK2,1,p,45343883,45491163,147280
PPIAP36,1,p,45415020,45415344,324
CCDC163,1,p,45493866,45500079,6213
MMACHC,1,p,45500300,45513382,13082
PRDX1,1,p,45510914,45542732,31818
HMGB1P48,1,p,45530927,45532139,1212
AKR1A1,1,p,45550543,45570049,19506
NASP,1,p,45583846,45618904,35058
CCDC17,1,p,45620044,45624057,4013
GPBP1L1,1,p,45627304,45688113,60809
RPS15AP10,1,p,45645816,45646197,381
RPL7AP16,1,p,45651039,45651826,787
TMEM69,1,p,45688181,45694436,6255
IPP,1,p,45694324,45750653,56329
RPL6P1,1,p,45781277,45781957,680
MAST2,1,p,45786987,46036122,249135
TMA16P2,1,p,45846994,45847594,600
PIK3R3,1,p,46040140,46133036,92896
P3R3URF-PIK3R3,1,p,46043661,46176488,132827
TSPAN1,1,p,46175073,46185962,10889
P3R3URF,1,p,46175486,46176488,1002
POMGNT1,1,p,46188683,46220305,31622
LURAP1,1,p,46203334,46221256,17922
RAD54L,1,p,46246461,46278480,32019
LRRC41,1,p,46261196,46303616,42420
UQCRH,1,p,46303698,46316776,13078
NSUN4,1,p,46340789,46365152,24363
FAAH,1,p,46394317,46413848,19531
FAAHP1,1,p,46432129,46445321,13192
LINC01398,1,p,46446600,46451317,4717
DMBX1,1,p,46489836,46516216,26380
TMEM275,1,p,46532166,46543969,11803
MKNK1-AS1,1,p,46538611,46570255,31644
KNCN,1,p,46545641,46551647,6006
MKNK1,1,p,46557407,46616843,59436
MOB3C,1,p,46607719,46616811,9092
ATPAF1,1,p,46632737,46673867,41130
NENFP1,1,p,46665910,46666375,465
TEX38,1,p,46668855,46673594,4739
EFCAB14-AS1,1,p,46674036,46692098,18062
EFCAB14,1,p,46674659,46719146,44487
CYP4B1,1,p,46757838,46819413,61575
CYP4Z2P,1,p,46843178,46900434,57256
TUBAP8,1,p,46891639,46892830,1191
CYP4A11,1,p,46929177,46941484,12307
CYP4A26P,1,p,46967679,46967874,195
CYP4A43P,1,p,46994382,46994502,120
CYP4A27P,1,p,47000898,47001087,189
CYP4A44P,1,p,47002995,47003148,153
CYP4X1,1,p,47023669,47050751,27082
CYP4Z1,1,p,47067231,47118318,51087
TUBAP9,1,p,47074778,47075979,1201
CYP4A22-AS1,1,p,47096653,47179271,82618
CYP4A22,1,p,47137435,47149727,12292
MTND1P34,1,p,47164510,47165920,1410
LINC00853,1,p,47179250,47180339,1089
PDZK1IP1,1,p,47183582,47191044,7462
TAL1,1,p,47216290,47232225,15935
STIL,1,p,47250139,47314892,64753
CMPK1,1,p,47333790,47394866,61076
LINC01389,1,p,47380928,47408477,27549
FOXE3,1,p,47416285,47418052,1767
FOXD2-AS1,1,p,47432133,47434641,2508
FOXD2,1,p,47438044,47440691,2647
RPL21P24,1,p,47497894,47498341,447
ATP6V0E1P4,1,p,47550196,47550753,557
LINC01738,1,p,47688463,47704029,15566
TRABD2B,1,p,47760528,47997385,236857
LINC02794,1,p,48050659,48091736,41077
CYP46A4P,1,p,48089368,48089634,266
SKINT1L,1,p,48161799,48179230,17431
SLC5A9,1,p,48222685,48248644,25959
SPATA6,1,p,48295373,48472208,176835
PPP1R8P1,1,p,48325080,48326123,1043
RNU6-723P,1,p,48344209,48344315,106
RNU4-61P,1,p,48447936,48448042,106
AGBL4,1,p,48532854,50023954,1491100
BEND5,1,p,48727519,48776969,49450
AGBL4-AS1,1,p,49257411,49269285,11874
AGBL4-IT1,1,p,49374201,49472085,97884
ZNF859P,1,p,49841821,49846400,4579
MTND2P29,1,p,50017092,50017503,411
ELAVL4,1,p,50024029,50203772,179743
ELAVL4-AS1,1,p,50174306,50175868,1562
LINC02808,1,p,50229662,50321192,91530
HMGB1P45,1,p,50398825,50399773,948
FCF1P6,1,p,50405430,50406024,594
DMRTA2,1,p,50417550,50423443,5893
FAF1,1,p,50437028,50960267,523239
FAF1-AS1,1,p,50461469,50471150,9681
RNU6-1026P,1,p,50582404,50582511,107
PHB1P12,1,p,50780340,50781150,810
MRPS6P2,1,p,50846468,50846837,369
CDKN2C,1,p,50960745,50974634,13889
MIR4421,1,p,51059837,51059905,68
MIR6500,1,p,51060018,51060103,85
C1orf185,1,p,51102221,51148086,45865
CFL1P2,1,p,51157788,51158471,683
LINC01562,1,p,51195095,51235096,40001
RNF11,1,p,51236273,51273447,37174
TTC39A,1,p,51287258,51345116,57858
TTC39A-AS1,1,p,51329654,51335324,5670
EPS15,1,p,51354263,51519328,165065
RNU6-877P,1,p,51382308,51382414,106
EPS15-AS1,1,p,51518288,51561651,43363
RNU6-1281P,1,p,51538625,51538729,104
CALR4P,1,p,51561866,51594897,33031
OSBPL9,1,p,51577179,51798427,221248
GAPDHP51,1,p,51707138,51708137,999
SLC25A6P3,1,p,51709062,51709940,878
NRDC,1,p,51789191,51878805,89614
MIR761,1,p,51836344,51836402,58
TSEN15P2,1,p,51859778,51860135,357
RAB3B,1,p,51907956,51990700,82744
RNA5SP48,1,p,51973410,51973535,125
RN7SL290P,1,p,51995740,51996039,299
TXNDC12,1,p,52020131,52055191,35060
KTI12,1,p,52032103,52033810,1707
TXNDC12-AS1,1,p,52050918,52052683,1765
BTF3L4,1,p,52056199,52090716,34517
ZFYVE9,1,p,52142089,52348671,206582
RN7SL788P,1,p,52150104,52150419,315
PDCL3P6,1,p,52179848,52180553,705
DNAJC19P7,1,p,52252062,52252773,711
ANAPC10P1,1,p,52253621,52254176,555
CC2D1B,1,p,52345723,52366205,20482
PLA2G12AP1,1,p,52368677,52369244,567
ORC1,1,p,52372829,52404423,31594
PRPF38A,1,p,52404602,52420836,16234
TUT4,1,p,52408282,52553487,145205
EEF1GP7,1,p,52573114,52573816,702
GPX7,1,p,52602371,52609051,6680
SHISAL2A,1,p,52633168,52669683,36515
COA7,1,p,52684449,52698347,13898
NDUFS5P3,1,p,52709122,52709442,320
RN7SL62P,1,p,52714399,52714695,296
ZYG11B,1,p,52726453,52827336,100883
RNU2-30P,1,p,52754322,52754462,140
RPS13P2,1,p,52772194,52772648,454
RNU6-969P,1,p,52805108,52805212,104
ZYG11A,1,p,52842511,52894998,52487
ECHDC2,1,p,52895910,52927212,31302
SCP2,1,p,52927276,53051698,124422
H3P2,1,p,52943536,52943930,394
RRAS2P1,1,p,52993201,52993702,501
TUBBP10,1,p,52994726,52996026,1300
PODN,1,p,53062052,53085501,23449
HIGD1AP11,1,p,53073110,53073389,279
SLC1A7,1,p,53087179,53142638,55459
CPT2,1,p,53196792,53214197,17405
CZIB,1,p,53214099,53220634,6535
CZIB-DT,1,p,53220663,53224253,3590
MAGOH,1,p,53226900,53238518,11618
MAGOH-DT,1,p,53238550,53246482,7932
LRP8,1,p,53242364,53328469,86105
LRP8-DT,1,p,53328233,53336509,8276
LINC02812,1,p,53366656,53368245,1589
SLC25A3P1,1,p,53413149,53440020,26871
DMRTB1,1,p,53459399,53467488,8089
GLIS1,1,p,53506237,53739164,232927
RNU7-95P,1,p,53688749,53688812,63
NDC1,1,p,53765478,53838463,72985
YIPF1,1,p,53851719,53889798,38079
DIO1,1,p,53891239,53911086,19847
HSPB11,1,p,53916574,53945699,29125
LRRC42,1,p,53946085,53968168,22083
HNRNPA3P12,1,p,53974969,53976031,1062
LDLRAD1,1,p,54007298,54018186,10888
TMEM59,1,p,54026681,54053504,26823
TCEANC2,1,p,54053584,54112519,58935
MIR4781,1,p,54054079,54054154,75
CDCP2,1,p,54132687,54153770,21083
CYB5RL,1,p,54169651,54200036,30385
MRPL37,1,p,54184041,54225464,41423
SSBP3,1,p,54225432,54413479,188047
SSBP3-AS1,1,p,54236440,54239063,2623
LINC02784,1,p,54516412,54517259,847
HNRNPA1P63,1,p,54536796,54537758,962
ACOT11,1,p,54542257,54639192,96935
FAM151A,1,p,54609181,54623556,14375
MROH7,1,p,54641754,54710266,68512
MROH7-TTC4,1,p,54641786,54742308,100522
TTC4,1,p,54715861,54742657,26796
PARS2,1,p,54756898,54764523,7625
TTC22,1,p,54779712,54801323,21611
LEXM,1,p,54806063,54842252,36189
DHCR24,1,p,54849627,54887195,37568
DHCR24-DT,1,p,54887563,54888850,1287
TMEM61,1,p,54980628,54992288,11660
BSND,1,p,54998933,55017172,18239
PCSK9,1,p,55039447,55064852,25405
USP24,1,p,55066359,55215378,149019
MIR4422HG,1,p,55217645,55324691,107046
GYG1P3,1,p,55222379,55223372,993
MIR4422,1,p,55225641,55225723,82
GOT2P1,1,p,55367466,55368774,1308
MTCO2P34,1,p,55372710,55373316,606
RN7SKP291,1,p,55376526,55376852,326
RNU6-830P,1,p,55398514,55398620,106
LINC01755,1,p,55868254,55950119,81865
LINC01753,1,p,55915603,55944980,29377
PIGQP1,1,p,55938714,55939280,566
RPSAP20,1,p,56207567,56208456,889
LINC01767,1,p,56414918,56417137,2219
PLPP3,1,p,56494761,56645301,150540
RPL21P23,1,p,56538452,56538911,459
RPL23AP85,1,p,56585612,56586242,630
PRKAA2,1,p,56645314,56715335,70021
FYB2,1,p,56718789,56819696,100907
C8A,1,p,56854768,56918223,63455
C8B,1,p,56929207,56974383,45176
DAB1,1,p,56994778,58546734,1551956
RPS20P5,1,p,57605847,57606206,359
DAB1-AS1,1,p,57860532,57880905,20373
HNRNPA1P6,1,p,58048175,58049291,1116
RPS26P15,1,p,58056133,58056480,347
OMA1,1,p,58415384,58546802,131418
RN7SL713P,1,p,58565631,58565932,301
TACSTD2,1,p,58575433,58577252,1819
MYSM1,1,p,58643440,58700090,56650
JUN,1,p,58776845,58784048,7203
LINC01135,1,p,58784384,58901109,116725
LINC02777,1,p,58882868,58931897,49029
LINC01358,1,p,58933643,59240555,306912
PHB1P3,1,p,58999676,59000494,818
FGGY-DT,1,p,59131932,59296491,164559
FGGY,1,p,59296638,59810647,514009
MIR4711,1,p,59733227,59733296,69
HOOK1,1,p,59814786,59876322,61536
CYP2J2,1,p,59893308,59926773,33465
RN7SL475P,1,p,59974757,59975054,297
C1orf87,1,p,59987269,60073770,86501
PGBD4P8,1,p,60097415,60097976,561
LINC02778,1,p,60114875,60149784,34909
LINC01748,1,p,60515716,60640507,124791
NFIA,1,p,60865259,61462788,597529
NFIA-AS2,1,p,60912675,61056885,144210
NFIA-AS1,1,p,61248945,61253510,4565
TM2D1,1,p,61681046,61725423,44377
PATJ-DT,1,p,61741998,61742424,426
PATJ,1,p,61742477,62178675,436198
RNU6-414P,1,p,61816419,61816522,103
RNU6-1177P,1,p,61852499,61852602,103
LAMTOR5P1,1,p,62038842,62039111,269
RN7SL180P,1,p,62072448,62072741,293
MIR3116-1,1,p,62078786,62078859,73
MIR3116-2,1,p,62078789,62078856,67
PIGPP2,1,p,62189131,62189953,822
RPS15AP7,1,p,62190522,62190926,404
